facility_name,address,city,state,zip,county,lat,long,fractracker_status,purpose,operator_name,tenant,mw_capacity,size_rank,power_source,dedicated_power_plant,number_of_generators,number_of_buildings,cooling_source,cooling_type,facility_size_sqft,property_size_acres,project_cost,expected_date_online,community_pushback,advocacy_information,resistance_status,nda,echo_registry_id,echo_facility_name,echo_facility_street,echo_facility_city,echo_facility_state,echo_naics_codes,echo_sic_codes,AIR_FLAG,NPDES_FLAG,RCRA_FLAG,SDWIS_FLAG,GHG_FLAG,CAA_PERMIT_TYPES,CWA_PERMIT_TYPES,RCRA_PERMIT_TYPES,FAC_ACTIVE_FLAG,FAC_MAJOR_FLAG,echo_distance_miles,match_score,match_name_score,match_addr_score,match_naics_hit,match_sic_hit,matched_naics,matched_sic,echo_dfr_url,match_confidence,n_air_programs,earliest_air_program_begin,latest_air_program_begin,air_program_codes,air_operating_statuses,n_water_permits,earliest_water_orig_issue,earliest_water_issue,latest_water_issue,latest_water_expiration,latest_water_termination,water_permit_types,water_permit_statuses,water_permit_numbers,earliest_known_permit_date,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary,mw_low,mw_high,mw_numeric_mid,process_start_date,process_start_event_type,first_approval_date,first_approval_event_type,first_approval_actor_level,days_to_first_approval,months_to_first_approval,last_event_date,total_observed_days,is_approved,is_terminated,terminal_outcome,is_censored
NVA06 Campus,19265 COMPASS CREEK PKWY,Leesburg,VA,20175,Loudoun,39.080227,-77.56473,Operating,,STACK INFRASTRUCTURE,,24,Medium (11-50 MW),,,,,,,"388,150",9,,,Unknown,,,,110071507280,IAD01,19540 COMPASS CREEK PKWY,LEESBURG,VA,,,N,Y,N,N,N,,Non-M,,Y,,1.1167532438137289,0.895,0.4,0.895,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071507280,low,0,,,,,2,2019-07-01,2019-07-01,2024-07-01,2029-06-30,,GPC,EFF|ADC,VAR10N553,2019-07-01,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by STACK Infrastructure,24.0,24.0,24.0,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
NVA06 Campus,19275 COMPASS CREEK PKWY SE,Leesburg,VA,20175,Loudoun,39.082626,-77.56523,Operating,,STACK INFRASTRUCTURE,,48,Medium (11-50 MW),,,,,,,"232,886",5,,,Unknown,,,,110071507280,IAD01,19540 COMPASS CREEK PKWY,LEESBURG,VA,,,N,Y,N,N,N,,Non-M,,Y,,1.1167532438137289,0.895,0.4,0.895,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071507280,low,0,,,,,2,2019-07-01,2019-07-01,2024-07-01,2029-06-30,,GPC,EFF|ADC,VAR10N553,2019-07-01,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by STACK Infrastructure,48.0,48.0,48.0,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
Azalea,5209 WILKINSON RD,Richmond,VA,23227,Henrico,37.604717,-77.423416,Proposed,,BWS Enterprises,,10,Small (0-10 MW),,,,,,,"456,108",31,,,Unknown,,,,110071847645,WILDER MIDDLE SCHOOL STREAM RESTORATION,6900 WILKINSON RD.,HENRICO,VA,,,N,Y,N,N,N,,Non-M,,Y,,1.204248431200559,0.786,0.25,0.786,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071847645,low,0,,,,,1,2024-07-01,2024-07-01,2024-07-01,2029-06-30,,GPC,EFF,VAR10U510,2024-07-01,5,1998,2024-08-19,conditional_use_permit_applied|other|project_announced|public_hearing_held|rezoning_planning_commission_recommendation,1998(year): other=n_a by BWS Enterprises; 2024-08(month): project_announced=filed by DC Blox / BWS Enterprises; 2024-08(month): public_hearing_held=n_a by Henrico County Planning Commission; 2024-08(month): conditional_use_permit_applied=filed by DC Blox / BWS Enterprises; 2024-08-19(day): rezoning_planning_commission_recommendation=in_progress by Henrico County Planning Commission,10.0,10.0,10.0,1998-01-01,other,,,,,,2024-08-19,9727,False,False,pending,True
CleanArc Data Center (VA1),8436 Ladysmith Rd,Ruther Glen,VA,22546,Caroline,38.01594,-77.4973,Approved/Permitted/Under construction,,CleanArc,,300-600,Hyperscale (100-999 MW),,,,3,,Closed loop,,650,$3 billion,2027,Unknown,,,,110072073132,TACO BELL LADYSMITH,8233 LADYSMITH RD,RUTHER GLEN,VA,,,N,Y,N,N,N,,Non-M,,Y,,0.324614977069223,0.857,0.24,0.857,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072073132,low,0,,,,,1,2024-07-01,2024-07-01,2024-07-01,2029-06-30,,GPC,EFF,VAR10W025,2024-07-01,5,2025-09-18,2027,construction_started|partial_operational|public_hearing_held|rezoning_council_decision,2025-09-18(day): rezoning_council_decision=approved by Caroline County Board of Supervisors; 2025-09-18(day): public_hearing_held=n_a by Caroline County Board of Supervisors; 2025-11-21(day): construction_started=n_a by CleanArc Data Centers; 2026(year): partial_operational=planned by CleanArc Data Centers; 2027(year): partial_operational=planned by CleanArc Data Centers,300.0,600.0,450.0,2025-09-18,rezoning_council_decision,2025-09-18,rezoning_council_decision,local,0,0.0,2027-01-01,470,True,False,approved,False
Stack Data Center,~350 Eskimo Hill Rd,Stafford,VA,22554,Stafford,38.38504,-77.4276,Proposed,,,,1100,"Mega campus (>1,000 MW)",,,,19,,,,500,,,Unknown,,,,110071500178,BIG SPRING OFFICE BUILDING AKA ESKIMO HILL WAREHOU,23 ESKIMO HILL ROAD,STAFFORD,VA,,,N,Y,N,N,N,,Non-M,,Y,,0.68130218895268,0.897,0.109,0.897,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071500178,low,0,,,,,1,2019-07-01,2019-07-01,2019-07-01,2024-06-30,,GPC,ADC,VAR10Q651,2019-07-01,7,2023,2027,construction_started|land_purchased|other|partial_operational|project_announced|rezoning_applied|rezoning_council_decision,2023(year): rezoning_applied=filed by Peterson Companies; 2024-09(month): rezoning_council_decision=approved by Stafford County; 2025(year): construction_started=planned by Stack Infrastructure; 2025-01(month): land_purchased=n_a by Stack Infrastructure; 2025-01-17(day): project_announced=n_a by Stack Infrastructure; 2025-01-17(day): other=n_a by Dominion Energy; 2027(year): partial_operational=planned by Stack Infrastructure,1100.0,1100.0,1100.0,2023-01-01,rezoning_applied,2024-09-01,rezoning_council_decision,local,609,20.0,2027-01-01,1461,True,False,approved,False
Stafford Technology Campus,"east side of Richmond Highway, across from Sage Lane",Stafford,VA,22554,Stafford,38.38512,-77.43162,Proposed,,,,"1,000","Mega campus (>1,000 MW)",,,,,,,"5,500,000",524,,,Unknown,,,,110071931442,STAFFORD TECHNOLOGY CAMPUS (STC),RICHMOND HIGHWAY AND ESKIMO HILL ROAD,STAFFORD COUNTY,VA,,,N,Y,N,N,N,,Non-M,,Y,,1.1731035584841805,0.905,0.905,0.421,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071931442,low,0,,,,,1,2024-07-01,2024-07-01,2024-07-01,2029-06-30,,GPC,EFF,VAR10V199,2024-07-01,2,2026-01,2026-01,conditional_use_permit_applied|rezoning_applied,2026-01(month): conditional_use_permit_applied=filed by Elm Street Development (Joseph Jacobs); 2026-01(month): rezoning_applied=filed by Elm Street Development (Joseph Jacobs),1000.0,1000.0,1000.0,2026-01-01,conditional_use_permit_applied,,,,,,2026-01-01,0,False,False,pending,True
MKE1,4777 W Ironwood,Franklin,WI,53132,Milwaukee,42.86316,-87.9779,Operating,,,,1.6,Small (0-10 MW),,,,,,,"27,000",,,,Unknown,,,,110012148602,API HEAT TRANSFER,4700 W IRONWOOD DR,FRANKLIN,WI,332410 333415,3443,N,Y,Y,N,N,,Non-M,LQG,Y,,0.07006030764253873,0.846,0.095,0.846,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110012148602,low,0,,,,,1,2021-05-31,2021-05-31,2021-05-31,2025-06-02,,GPC,EXP,WIG003908,2021-05-31,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Expedient,1.6,1.6,1.6,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
Janesville Data Center,1000 General Motors Dr,Janesville,WI,53546,Rock,42.65851,-89.0211,Proposed,,,,25-200,Hyperscale (100-999 MW),,,,,,,"4,800,000",240,,,Yes,nojanesvilledatacenter@gmail.com,,,110009515863,GM TRUCK GROUP JANESVILLE ASSEMBLY,1000 GENERAL MOTORS DR,JANESVILLE,WI,33611 336112 336120,3711,N,Y,Y,N,N,,Non-M,Other,,,0.6044877241694607,1.0,0.455,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110009515863,low,0,,,,,2,1977-07-01,1985-08-01,2006-12-18,2011-12-31,2009-06-09,NPD,EXP|TRM,WI0001945,1977-07-01,4,2025-07,2025-11-04,other|project_announced|public_hearing_held,2025-07(month): other=approved by Janesville City Council; 2025-07-14(month): project_announced=n_a by Janesville City Council / Janesville Economic Development; 2025-11(month): other=filed by unknown developer; 2025-11-04(day): public_hearing_held=n_a by City of Janesville,25.0,200.0,112.5,2025-07-01,project_announced,2025-07-01,other,local,0,0.0,2025-11-04,126,True,False,approved,False
Adams Fork Harless Data Center,Off Twentytwo Mine Rd,Holden,WV,25625,Mingo,37.75417,-82.1179,Proposed,,"TransGas Development, LLC",,2398.5,"Mega campus (>1,000 MW)",Natural gas,Yes - Adams Fork Energy Project Power Station 2,,,,,,,,,Yes,"https://www.wvhighlands.org/article/despite-public-pushback-west-virginia-approves-air-quality-permits-for-data-center-energy-campus-in-mingo-county/?
https://westvirginiawatch.com/2025/05/28/it-will-destroy-this-place-tucker-county-residents-fight-for-future-against-proposed-data-center/",Organized Advocacy,,110046130021,WOOD PRODUCTS PARK SITE DEVELOPMENT,CO RT 7/2,SCARLET,WV,,1629,N,Y,N,N,N,,Non-M,,,,0.43174730187625304,0.56,0.56,0.148,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110046130021,low,0,,,,,1,2010-09-02,2010-09-02,2010-09-02,2012-12-04,2014-07-08,GPC,TRM,WVR105140,2010-09-02,3,2023,2025-10,air_permit_issued|other|project_announced,"2023(year): project_announced=n_a by TransGas Development, LLC; 2025-05(month): other=planned by TransGas Development Systems, LLC; 2025-10(month): air_permit_issued=approved by WV Department of Environmental Protection – Division of Air Quality",2398.5,2398.5,2398.5,2023-01-01,project_announced,2025-10-01,air_permit_issued,state,1004,33.0,2025-10-01,1004,True,False,approved,False
Related Digital,"Cheyenne Business Parkway, Campstool Rd, north side of I-80",Cheyenne,WY,82007,Laramie,41.137573,-104.71874,Proposed,,Related Digital,CoreWeave,250,Hyperscale (100-999 MW),Natural gas,,,,,,,113,$1.2 billion,,Unknown,,,,110055478139,CHEYENNE PRAIRIE GENERATING STATION,6711 HR RANCH ROAD,CHEYENNE,WY,221112,4911,N,Y,Y,N,Y,,Non-M,VSQG,Y,,0.7806378434074753,0.63,0.28,0.075,true,true,221112,4911,http://echo.epa.gov/detailed-facility-report?fid=110055478139,low,0,,,,,9,2011-05-09,2011-05-09,2025-11-01,2030-10-31,2015-02-20,GPC|IIU|NPD,EFF|EXP|TRM,WYG740426|WYR001405|WYR104873|WYPIU0004|WY0097001,2011-05-09,5,2025,2026,construction_started|partial_operational|power_purchase_agreement_signed|project_announced|public_hearing_held,2025(year): project_announced=n_a by Related Digital; 2025-10-07(day): construction_started=n_a by Related Digital; 2025-10-07(day): power_purchase_agreement_signed=approved by CoreWeave; 2025-10-07(day): public_hearing_held=n_a by City of Cheyenne; 2026(year): partial_operational=planned by Related Digital,250.0,250.0,250.0,2025-01-01,project_announced,2025-10-07,power_purchase_agreement_signed,other,279,9.2,2026-01-01,365,True,False,approved,False
Skybox Round Rock Data Center,2601 E. Old Settlers Boulevard,Round Rock,TX,78665,Williamson,30.5489,-97.6441,Approved/Permitted/Under construction,,Skybox Datacenters,,40,Medium (11-50 MW),,,,,,Closed loop,"150,000",30,,,Yes,,,,110070365166,SHADOW RIDGE APARTMENTS,2300 E OLD SETTLERS BLVD,ROUND ROCK,TX,,1522,N,Y,N,N,N,,Non-M,,,,0.4787769812989013,0.882,0.488,0.882,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070365166,low,0,,,,,1,2018-06-15,2018-06-15,2018-06-15,2023-03-05,2020-07-10,GPC,TRM,TXR15051P,2018-06-15,8,2025,2026-02-12,other|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,2025(year): rezoning_applied=filed by Skybox Datacenters; 2025-11-05(day): rezoning_planning_commission_recommendation=recommended_approval by Round Rock Planning & Zoning Commission; 2025-12-04(day): public_hearing_held=n_a by Round Rock City Council; 2025-12-04(day): rezoning_council_decision=approved by Round Rock City Council; 2026-01-08(day): other=n_a by Skybox Datacenters; 2026-02-12(day): public_hearing_held=n_a by Round Rock City Council; 2026-02-12(day): rezoning_council_decision=approved by Round Rock City Council; 2026-02-12(day): rezoning_council_decision=approved by Round Rock City Council,40.0,40.0,40.0,2025-01-01,rezoning_applied,2025-11-05,rezoning_planning_commission_recommendation,local,308,10.1,2026-02-12,407,True,False,approved,False
Eneus Energy,Near Valley International Airport,Harlingen,TX,78550,Cameron,26.226423,-97.63307,Proposed,,,,"2,000","Mega campus (>1,000 MW)",,,,16,,,,1785,,,Unknown,,,,110064420461,LA PALOMA ENERGY CENTER,24684 FM RD 1595,HARLINGEN,TX,,4911,N,Y,N,N,N,,Major,,Y,Y,0.7598897868166938,0.5,0.4,0.087,false,true,,4911,http://echo.epa.gov/detailed-facility-report?fid=110064420461,low,0,,,,,2,2015-04-24,2015-04-24,2017-11-03,2020-06-01,,NPD,ADC|EXP,TX0135607,2015-04-24,3,2025-07,2026-02-05,interconnection_request_filed|land_purchased|project_announced,2025-07(month): land_purchased=filed by RGV Property Group (Eneus subsidiary); 2025-10(month): interconnection_request_filed=filed by Eneus Energy; 2026-02-05(day): project_announced=planned by Eneus Energy,2000.0,2000.0,2000.0,2025-07-01,land_purchased,,,,,,2026-02-05,219,False,False,pending,True
Qumulus AI,"South of Jim Cristal Rd, east of Western Blvd",Denton,TX,76207,Denton,33.20929,-97.180824,Proposed,,Qumulus AI,,20,Medium (11-50 MW),Grid (unspecified mix),,,8,,Closed loop,,4,,,Unknown,,,,110071944940,USCS DENTON PH 2,SOUTHEAST OF JIM CHRISTAL ROAD & WESTERN BOULEVARD,DENTON,TX,,1541,N,Y,N,N,N,,Non-M,,Y,,0.39045918265859164,0.759,0.231,0.759,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071944940,low,0,,,,,1,2025-03-12,2025-03-12,2025-03-12,2028-03-04,,GPC,EFF,TXR1581TX,2025-03-12,5,2022,2026-02-03,other|project_announced,2022(year): other=n_a by City of Denton; 2024-08(month): other=approved by City of Denton; 2025-10(month): other=n_a by Qumulus AI; 2026-01(month): other=approved by City of Denton; 2026-02-03(day): project_announced=n_a by Qumulus AI,20.0,20.0,20.0,2022-01-01,other,2024-08-01,other,local,943,31.0,2026-02-03,1494,True,False,approved,False
North East Data Center LLC,TX-132 & Co Rd 683,Lytle,TX,78052,Medina,29.219524,-98.82438,Proposed,,Rowan,,300,Hyperscale (100-999 MW),,,,,,,,440,,20027,Unknown,,,,110071993362,PROJECT CINCO,610 COUNTY ROAD 683,LYTLE,TX,,1542,N,Y,N,N,N,,Non-M,,Y,,0.425072737381354,0.593,0.267,0.593,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071993362,low,0,,,,,1,2025-08-04,2025-08-04,2025-08-04,2028-03-04,,GPC,EFF,TXR1590VK,2025-08-04,5,2025-08,2027,construction_started|fully_operational|other|partial_operational|project_announced,2025-08(month): construction_started=n_a by Rowan Digital Infrastructure; 2026(year): partial_operational=planned by Rowan Digital Infrastructure; 2026-02-12(day): project_announced=n_a by Rowan Digital Infrastructure; 2026-02-12(day): other=approved by Rowan Digital Infrastructure; 2027(year): fully_operational=planned by Rowan Digital Infrastructure,300.0,300.0,300.0,2025-08-01,construction_started,2026-02-12,other,developer,195,6.4,2027-01-01,518,True,False,approved,False
EdgeConneX Ashville Data Center,Btwn Rt 752 and Weigand Rd,Ashville,OH,43103,Pickaway,39.733818,-82.97449,Proposed,,EdgeConneX,,200,Hyperscale (100-999 MW),Natural gas,Yes ,,,,,,200,,,Yes,https://abc6onyourside.com/news/local/ashville-ohio-residents-push-back-against-proposed-edgeconnex-project-data-center-at-packed-council-meeting,,,110037514605,WHEELERS SLUDGE HOLDING TANK,2741 WEIGAND RD,LOCKBOURNE,OH,,4959,N,Y,N,N,N,,Non-M,,Y,,1.2310922043438581,0.514,0.368,0.514,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110037514605,low,0,,,,,3,2008-06-17,2008-06-17,2022-10-05,2027-10-31,,NPD,EFF|EXP,OH0142158,2008-06-17,7,2025-11,2026-02-02,land_purchased|other|project_announced|public_hearing_held,2025-11(month): project_announced=n_a by EdgeConneX; 2025-11(month): other=n_a by EdgeConneX; 2025-12(month): public_hearing_held=n_a by Village of Ashville; 2026(year): land_purchased=n_a by EdgeConneX; 2026-02(month): other=filed by EdgeConneX; 2026-02-02(day): other=denied by Village of Ashville Council; 2026-02-02(day): other=denied by Ashville Village Council,200.0,200.0,200.0,2025-11-01,project_announced,,,,,,2026-02-02,93,False,True,denied,False
"Stack Infrastructure, POR03A, 3B, 3C, 3D",~25300 NE Evergreen Rd,Hillsboro,OR,97124,Washington,45.5502,-122.941696,Expanding,,Stack,,25,Hyperscale (100-999 MW),,,,4,,,,,,2027,Unknown,,,,110071063042,"NTT GLOBAL DATA CENTERS HI, LLC",4050 NE EVERGREEN RD,HILLSBORO,OR,518210,1541,N,Y,Y,N,N,,Non-M,LQG,Y,,0.22765000870341684,1.078,0.194,0.828,true,false,518210,,http://echo.epa.gov/detailed-facility-report?fid=110071063042,medium,0,,,,,1,2021-04-26,2021-04-26,2021-04-26,2025-12-14,,GPC,EXP,ORR10G492,2021-04-26,4,2020-10,2027,construction_started|other|partial_operational|project_announced,2020-10(month): construction_started=n_a by Stack Infrastructure; 2022-01(month): partial_operational=n_a by Stack Infrastructure; 2022-07(month): project_announced=n_a by Stack Infrastructure; 2027(year): other=planned by Stack Infrastructure,25.0,25.0,25.0,2020-10-01,construction_started,,,,,,2027-01-01,2283,False,False,pending,True
BHM01 Nebius Data Center,201 Milan Parkway ,Birmingham,AL,35221,Jefferson,33.42746,-86.88143,Proposed,,Nebius,,300,Hyperscale (100-999 MW),,,,,,,,80,$90 million,,Unknown,,,,110072150162,BHM01,201 MILAN PKWY,BIRMINGHAM,AL,236220,1542,N,Y,N,N,N,,Non-M,,Y,,0.13188732413536405,1.25,0.588,1.0,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110072150162,high,0,,,,,1,2026-02-18,2026-02-18,2026-02-18,2026-03-31,,GPC,ADC,ALR10C7R7,2026-02-18,5,2025,2026-02-10,land_purchased|moratorium_enacted|other|project_announced|public_hearing_held,2025(year): land_purchased=n_a by Alabama ADC Holdings LLC (Nebius affiliate); 2025-12-16(day): moratorium_enacted=planned by City of Birmingham; 2026-01-13(day): public_hearing_held=planned by Birmingham City Council; 2026-02-10(day): project_announced=n_a by Nebius; 2026-02-10(day): other=filed by Nebius,300.0,300.0,300.0,2025-01-01,land_purchased,,,,,,2026-02-10,405,False,False,pending,True
CyrusOne: DFW10,adjacent to Thad Hill Energy Center,Whitney,TX,76692,Bosque,31.860664,-97.35856,Approved/Permitted/Under construction,,CyrusOne,,400,Hyperscale (100-999 MW),,,,,,,"700,000",,,2026,Unknown,,,,110071848316,CYRUS ONE BOSQUE,NEC OF FM 56 AND CR 3610A,WHITNEY,TX,,1542,N,Y,N,N,N,,Non-M,,Y,,0.9756488107428158,0.667,0.667,0.167,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071848316,medium,0,,,,,2,2024-10-03,2024-10-03,2024-10-04,2028-03-04,,GPC,EFF,TXR1509SI|TXR1544SI,2024-10-03,8,2024,2026-10,construction_started|other|partial_operational|power_purchase_agreement_signed|project_announced,2024(year): other=filed by CyrusOne; 2024-11(month): other=filed by CyrusOne; 2025-07(month): power_purchase_agreement_signed=approved by CyrusOne / Calpine Corporation; 2025-07(month): project_announced=n_a by CyrusOne; 2025-11(month): construction_started=in_progress by CyrusOne; 2025-11-05(month): power_purchase_agreement_signed=approved by CyrusOne / Calpine Corporation; 2026-03-09(month): other=n_a by CyrusOne; 2026-10(month): partial_operational=planned by CyrusOne,400.0,400.0,400.0,2024-01-01,other,2025-07-01,power_purchase_agreement_signed,developer,547,18.0,2026-10-01,1004,True,False,approved,False
Viridien Data Center,2602 Longwood Drive,Brenham,TX,77833,Washington,30.140465,-96.40983,Proposed,,Viridien,,45,Medium (11-50 MW),"Grid (unspecified mix), Solar",Bluebonnet Electric Cooperative,,3,Water,Closed loop,"40,000",21,100 million,,Yes,,,,110071322402,BRENHAM LAYDOWN YARD,2501 LONGWOOD DR,BRENHAM,TX,221119,4911,N,Y,N,N,N,,Non-M,,Y,,0.09231749155874414,0.946,0.214,0.846,false,true,,4911,http://echo.epa.gov/detailed-facility-report?fid=110071322402,low,0,,,,,4,2022-09-02,2022-09-02,2023-06-05,2028-03-04,,GPC,EXP|EFF,TXR1570KJ|TXR1504KK,2022-09-02,4,2022,2026-01,land_purchased|other|project_announced|public_hearing_held,2022(year): project_announced=n_a by Viridien; 2025(year): land_purchased=n_a by Viridien; 2026-01(month): other=denied by Brenham City Council; 2026-01(month): public_hearing_held=n_a by Brenham City Council,45.0,45.0,45.0,2022-01-01,project_announced,,,,,,2026-01-01,1461,False,True,denied,False
Summit Ridge Data Center,15372 S. Ridge Farms Rd,Santaquin,UT,84655,Utah,39.946636,-111.80722,Proposed,,Data Center Power Company,,20,Medium (11-50 MW),Oil/Diesel,,,,Water,Closed loop,,,,,Unknown,,,,110070833391,SUMMIT RIDGE TOWNS,FOX RUN AVE & SUMMIT RIDGE PKWY,SANTAQUIN,UT,,,N,Y,N,N,N,,Non-M,,Y,,0.5148384309621789,0.8,0.8,0.324,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070833391,medium,0,,,,,5,2020-08-14,2020-08-14,2024-08-01,2025-08-14,2025-05-12,GPC,EFF|TRM,UTRC01040,2020-08-14,3,2024,2026-01-30,project_announced|public_hearing_held|site_plan_approved,2024(year): site_plan_approved=approved by City of Santaquin; 2026-01(month): public_hearing_held=n_a by City of Santaquin; 2026-01-30(day): project_announced=n_a by Data Center Power Company,20.0,20.0,20.0,2024-01-01,site_plan_approved,2024-01-01,site_plan_approved,local,0,0.0,2026-01-30,760,True,False,approved,False
Data center,1507 S 180 E,Provo,UT,84606,Utah,40.214104,-111.65521,Suspended,,,,5,Medium (11-50 MW),,,,,,,"66,000",,,,Unknown,,,,110054103019,NU SKIN,150 W 100 S,PROVO,UT,236220,1542,N,Y,N,N,N,,Non-M,,,,1.301937289995356,1.05,0.0,0.8,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110054103019,low,0,,,,,1,2012-10-01,2012-10-01,2012-10-01,2013-12-31,2013-06-10,GPC,TRM,UTG070459,2012-10-01,6,2026-02,2026-03-16,project_announced|project_suspended|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,2026-02(month): public_hearing_held=n_a by Provo Planning Commission; 2026-02-06(day): project_announced=n_a by B+F Timpanogos; 2026-02-06(day): rezoning_applied=filed by B+F Timpanogos; 2026-02-06(day): rezoning_planning_commission_recommendation=recommended_approval by Provo Planning Commission; 2026-03-16(day): rezoning_council_decision=denied by Provo City Council; 2026-03-16(day): project_suspended=halted by Provo City Council,5.0,5.0,5.0,2026-02-01,public_hearing_held,2026-02-06,rezoning_planning_commission_recommendation,local,5,0.2,2026-03-16,43,True,True,denied,False
Sequitor Edge Data Center,South of Hwy 16,Rapid City,SD,57702,Pennington,44.03367,-103.18849,Proposed,,,,2,Small (0-10 MW),,,,,,,"30,000",10,,,Unknown,,,,110071278563,BOULDER CREEK APARTMENTS,1360 E MINNESOTA ST,RAPID CITY,SD,236220,1542,N,Y,N,N,N,,Non-M,,Y,,0.8838326668637839,0.52,0.27,0.105,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071278563,low,0,,,,,1,2019-12-12,2019-12-12,2019-12-12,2023-03-31,2023-08-16,GPC,TRM,SDR10J713,2019-12-12,1,2026-02-12,2026-02-12,project_announced,2026-02-12(day): project_announced=planned by Sequitor Edge / Elevate Rapid City,2.0,2.0,2.0,2026-02-12,project_announced,,,,,,2026-02-12,0,False,False,pending,True
Edged data center (DFW01-1),505 N Wildwood Dr,Irving,TX,75061,Dallas,32.817696,-96.91813,Operating,,,,24,Medium (11-50 MW),,,,,,,"168,610",11,,,Unknown,,,,110071953300,EDGED ENERGY NFL,505 N WILDWOOD DR,IRVING,TX,518210,1541,N,Y,N,N,N,,Non-M,,Y,,0.07726512210649845,1.25,0.483,1.0,true,false,518210,,http://echo.epa.gov/detailed-facility-report?fid=110071953300,high,0,,,,,1,2025-05-28,2025-05-28,2025-05-28,2028-03-04,,GPC,EFF,TXR1594US,2025-05-28,3,2023-09,2026-01,fully_operational|other|project_announced,2023-09(month): project_announced=n_a by Edged; 2025-01(month): fully_operational=n_a by Edged; 2026-01(month): other=approved by Edged,24.0,24.0,24.0,2023-09-01,project_announced,2026-01-01,other,developer,853,28.0,2026-01-01,853,True,False,approved,False
Aligned IAD-06 data center,Near 5601 Manor Woods Rd,Frederick,MD,21703,Frederick,39.33511,-77.46484,Approved/Permitted/Under construction,,,,72,Large (51-99 MW),,,,,,,"450,000",75,,,Unknown,,,,110000340355,EASTALCO ALUMINUM CO,5601 MANOR WOODS RD.,FREDERICK,MD,237110 237210 33131 331312,3334 4953,N,Y,Y,N,N,,"Major, Non-M",SQG,Y,Y,0.554076863297262,0.865,0.258,0.865,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110000340355,low,0,,,,,4,1974-07-30,2001-02-01,2015-09-30,2018-12-31,2017-11-20,NPD|GPC,TRM|ADC|EXP,MD0002429|MDR000137,1974-07-30,7,2021,2026-03-12,air_permit_applied|construction_started|other|project_announced|project_suspended,2021(year): project_announced=n_a by Aligned Data Centers; 2023(year): project_suspended=halted by Aligned Data Centers; 2023(year): air_permit_applied=granted by Maryland (air quality regulators); 2024-05(month): other=approved by Maryland; 2024-05(month): project_announced=planned by Aligned Data Centers; 2025-10(month): construction_started=n_a by Turner Construction Company; 2026-03-12(day): other=n_a by Turner Construction Company / Aligned Data Centers,72.0,72.0,72.0,2021-01-01,project_announced,2023-01-01,air_permit_applied,state,730,24.0,2026-03-12,1896,True,True,denied,False
LFF Industrial data center,S Steward Rd,Rochelle,KS,61068,Ogle,41.899555,-89.04816,Suspended,,,,48,Hyperscale (100-999 MW),,,,,,,,75,,,Yes,,,,110071647256,CHS-ROCHELLE,1900 STEWARD RD,ROCHELLE,IL,325193,,N,Y,N,N,N,,Non-M,,Y,,0.8515875537486282,0.737,0.154,0.737,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071647256,low,0,,,,,1,,,,,,IIU,PND,ILP000478,,3,2026-03,2026-03,project_announced|project_suspended|public_hearing_held,2026-03(month): project_announced=filed by LFF Industrial / Midwest Power Investors LLC; 2026-03(month): project_suspended=halted by Rochelle City Council; 2026-03(month): public_hearing_held=n_a by Rochelle City Council,48.0,48.0,48.0,2026-03-01,project_announced,,,,,,2026-03-01,0,False,True,denied,False
